COURSE CODE,COURSE TITLE,MAJOR(S) REQUIRED,REQUIRED OPTIONS,DIVISION,PROGRAM,CREDIT HOURS,SOURCE OF CLOs,DATE OF UPDATED RECORDED CLOs,,,TIL,SQL,INQ,ANL,INT,CRE,COM,COL,GCU,DEI,INFO LIT,SCI LIT,TECH LIT,QUANT LIT
CSI-320,Global IT & Ethics,"CSIN, DATA,",CNCS,ITS,CSIN,3,,Spring 2017,,,3,0,3,2,1,0,3,1,3,,,,,
CSI-330,Software Development Methodologies,,,SOI,CRIM,3,,FA 21,,,3,0,3,2,0,0,2,2,2,0,,,,
CSI-340,Software Design Patterns,,,SOI,CRIM,3,,SP 20,,,1,0,2,3,0,3,2,1,0,0,,,,
CSI-357,Server-Side Application Dev.,APDV,,ITS,CSIN,3,,SP 21,,,2,1,1,3,3,1,2,1,1,1,,,,
CSI-35x,,,,ITS,CSIN,,,,,,3,1,1,1,2,0,0,0,0,,,,,
CSI-370,Computer Architecture,CSIN,,ITS,CSIN,3,,Spring 2017,,,3,2,0,3,2,1,1,0,0,,,,,
CSI-380,Innovation III: Emerging Languages,CSIN,,ITS,CSIN,3,College Approved,,,,3,0,1,3,3,0,1,0,0,0,0,0,3,1
CSI-400,Human-Computer Interaction,APDV,,ITS,CSIN,3,,FA 21,,,2,0,0,3,3,3,1,0,1,0,,,,
CSI-410,Programming for the Internet of Things,,,SOI,CRIM,3,,SP 23,,,,,0,3,3,2,2,0,1,1,0,0,3,0
CSI-420,Software Refactoring,,,ITS,CSIN,3,,SP 23,,,1,0,1,3,2,2,1,1,1,1,,,,
CSI-430,"Software Testing, Qa & Security",,,ITS,CSIN,3,,Spring 2017,,,3,0,3,3,3,0,2,2,0,,,,,
CSI-480,Innovation IV: Topics in AI,CSIN,,ITS,CSIN,3,College Approved,,,,3,1,1,2,3,2,2,0,0,,,,,
DAT-210,Introduction to Data Analytics,DATA,,ITS,DATA,3,,,,,3,3,3,3,3,3,2,2,2,,,,,
DAT-310,Advanced Data Analytics,DATA,,ITS,DATA,3,,,,,3,3,3,3,3,3,2,2,2,,,,,
DAT-330,Data Mining,DATA,,ITS,DATA,3,,,,,3,3,3,3,2,2,1,1,1,,,,,
DAT-410,Machine Learning,DATA,,ITS,DATA,3,,,,,3,3,3,3,2,2,1,1,1,,,,,
DAT-420,Forecasting & Predictive Anly.,DATA,,ITS,DATA,3,,,,,,,,,,,,,,,,,,
DAT-430,Data Visualization,DATA,,ITS,DATA,3,,,,,3,2,3,3,2,2,3,1,1,,,,,
DDL-110,Intro to Inquiry,,,AAO,DDL,3,,FA 20,,,1,0,3,2,3,0,3,0,1,2,,,,
DDL-186,Integrative Competency Portfol,,,AAO,DDL,3,,FA 20,,,0,0,1,3,2,2,3,0,1,1,,,,
DDL-190,Project Design I,,,AAO,DDL,3,,FA 20,,,3,0,3,2,2,2,2,3,0,0,,,,
DDL-250,Competencies Review,,,AAO,DDL,1,,FA 21,,,0,0,0,0,0,0,0,0,0,0,,,,
DDL-251,Competencies Review II,,,AAO,DDL,1,,,,,,,,,,,,,,,,,,
DDL-280,Basic Methods Toolbox,,,,,3,,FA 20,,,1,2,3,3,1,0,1,2,1,1,,,,
DDL-290,Project Design II,,,AAO,DDL,3,,SP 21,,,3,0,3,2,2,2,2,3,0,0,,,,
DDL-325,Interrogating Professionalism,,,AAO,DDL,3,,SP 21,,,0,0,3,2,3,2,3,1,1,1,,,,
DDL-350,Degree Design Lab Practicum,,,AAO,DDL,3,,FA 20,,,0,0,3,2,2,0,3,2,0,1,,,,
DDL-401,Competency: Analysis,,,AAO,DDL,1,,SU 22,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0
DDL-402,Competency: Collaboration,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0
DDL-403,Competency: Communication,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0
DDL-404,Competency: Creativity,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0
DDL-405,Competency: Diversity&inclusn,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0
DDL-406,Competency: Global&cultrl,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0
DDL-407,Competency: Info Literacy,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0
DDL-408,Competency: Inquiry,,,AAO,DDL,1,,SU 22,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0
DDL-409,Competency: Integration,,,AAO,DDL,1,,SU 22,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DDL-410,Competency: Quant Literacy,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
DDL-411,Competency: Sci Literacy,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,0,0,0,3,0,0
DDL-412,Competency: Tech Literacy,,,AAO,DDL,1,,SU 22,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ECN-110,Survery of Economics,,,SSB,FINA,3,,,,,,,,,,,,,,,,,,
ECN-255,Managerial Economics,"ACCT, BSBA, DATA, FINA, GMBP, GMPG",MKTG,SSB,BUS,3,College Approved,"spring 2016, New Aug 2020",,,2,3,3,3,2,1,2,2,1,1,,,,
ECN-350,Financial & Economic Modeling,FINA,,SSB,FINA,3,,,,,,,,,,,,,,,,,,
EDU-105,Foundations of Learning and Practicum,,,SOI,EDUC,3,Recent Syllabi,Recent-As taught,,,0,0,2,2,0,0,2,1,1,,,,,
EDU-110,Found. of Learning & Teaching,EDUC,,SOI,EDUC,3,College-approved curriculum,"2016FA, New Jan 2019",,,0,0,2,2,1,0,0,2,2,,,,,
EDU-112,Integrating Technology,,,SOI,EDUC,3,Recent Syllabi,2016SP,,,3,0,2,2,2,1,1,1,2,,,,,
EDU-115,Learning Theory,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,2,2,2,1,3,1,2,,,,,
EDU-125,Children's Lit&Expressive Art,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,0,1,2,3,1,0,0,,,,,
EDU-135,Teaching Diverse Learners,,,SOI,EDUC,3,Recent Syllabi,2016SP,,,0,0,3,3,2,0,1,0,2,,,,,
EDU-150,Reading and Language Development,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,0,3,2,1,2,1,2,,,,,
EDU-160,Math & Science for Yng. Chldn,,,SOI,EDUC,3,Recent Syllabi,2016SP,,,0,2,2,2,1,0,1,0,0,,,,,
EDU-205,Infant/Toddler Seminar & Practicum,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,2,2,2,0,2,2,2,,,,,
EDU-230,Content Literacy,,EDUC,SOI,EDUC,3,Recent Syllabi,2016FA,,,1,0,3,2,3,0,2,1,0,,,,,
EDU-233,Teaching Diverse Learners,EDUC,,SOI,EDUC,3,,SP 22,,,0,0,2,2,2,1,2,2,2,3,,,,
EDU-245,Service Learning,,,SOI,EDUC,3,College-approved curriculum,2016FA,,,0,0,3,1,3,3,1,2,3,,,,,
EDU-250,Preschool Curriculum,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,2,2,2,0,1,1,1,,,,,
EDU-251,Preschool Field Experience,,,SOI,EDUC,2,Recent Syllabi,2016FA,,,0,0,0,1,2,0,3,2,2,,,,,
EDU-255,Primary Curriculum,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,2,2,3,0,1,1,1,,,,,
EDU-256,Primary Field Experience,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,0,2,2,0,3,2,2,,,,,
EDU-265,Literacy & Language Develop.,,EDUC,SOI,EDUC,3,,FA 22,,,1,0,1,1,1,1,2,2,2,2,,,,
EDU-270,Serv Learn Schools Society,EDUC,,SOI,EDUC,3,,FA 22,,,1,0,2,1,2,2,1,3,3,3,,,,
EDU-310,Elementary Language Arts,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,1,0,3,3,3,0,2,2,0,,,,,
EDU-311,Elementary Science Methods,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,3,3,3,3,3,0,3,0,0,,,,,
EDU-312,Elementary Math Methods,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,3,3,3,2,0,2,0,0,,,,,
EDU-313,Elementary Social Studies Methods,,,SOI,EDUC,3,Recent Syllabi,2016SP,,,1,0,3,2,2,1,2,1,2,,,,,
EDU-315,Middle School Organization,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,3,2,2,0,3,1,0,,,,,
EDU-320,Managing the Learning Env.,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,0,0,3,3,3,0,3,3,1,,,,,
EDU-332,Middle Secondary Teach Method,,,SOI,EDUC,3,Recent Syllabi,2016FA,,,2,0,3,2,3,1,2,1,2,,,,,
EDU-335,Curric. Design & Diff Instruc.,,,SOI,EDUC,2,Recent Syllabi,2016FA,,,0,1,2,2,3,1,2,1,3,,,,,
EDU-399,Trauma Informed Classrooms,,,SOI,EDUC,3,,,,,,,,,,,,,,,,,,
EDU-425,Reflective Practices in Educ.,EDUC,,SOI,EDUC,1,College-approved curriculum,2016FA,,,0,0,2,3,3,1,1,1,1,,,,,
EDU-490,Integrated Curr & Student Teac,EDUC,,SOI,EDUC,9,Recent Syllabi,2016FA,,,3,3,3,3,3,3,3,3,3,,,,,
EGD-102,Game History,"GMRT, GMBP, GDES, GMPG, GMSD",,CCM,GART,3,,,,,,2,,,3,3,1,1,2,1,,2,,2
EGD-200,Extended Reality Technology,,,CCM,GDES,3,,SP 21,,,3,0,3,3,3,2,2,0,2,1,,,,
EGD-220,Game Studio I,"GDES, GMPG, GPRO",,CCM,GameStudio,3,,,,,3,1,2,3,2,1,3,3,2,,,,,
EGD-220GART,Game Studio I,GMRT,,CCM,GART,3,,,,,,3,1,0,2,3,2,1,3,3,2,3,3,2
EGD-240,Creative Portfolio Tools,"GMBP, GDES, GMPG, GPRO, INAR",,CCM,GameStudio,1,,,,,1,0,2,2,3,0,3,0,2,,,,,
EGD-240GART,Creative Portfolio Tools,"ANIM, GMRT",,CCM,GART,1,,,,,,2,,,2,2,3,0,3,0,,,,2
EGD-320,Game Studio II,"GMBP, GDES, GMPG, GPRO",,CCM,GameStudio,3,,,,,3,1,2,3,2,2,3,3,1,,,,,
EGD-320GART,Game Studio II,GMRT,,CCM,GART,3,,,,,,3,1,0,2,3,3,1,3,3,2,3,3,2
EGD-380,Advanced Seminar,,,CCM,GDES,3,,,,,3,1,2,2,2,2,1,0,0,,,,,
EGD-380B,Adv. Sem.: Game Development,,,CCM,GDES,3,,FA 23,,,,,2,2,2,2,1,0,0,0,0,0,3,1
EGD-380EGD,,,,CCM,GameStudio,3,,,,,3,1,2,2,2,2,1,0,0,,,,,
EGD-420,Game Studio III,"GDES, GMPG, GPRO,GMBP",,CCM,GameStudio,5,,,,,2,1,2,3,2,3,3,3,1,,,,,
EGD-420GMRT,Game Studio III,GMRT,,CCM,GART,5,,,,,,3,1,0,3,3,3,2,3,3,2,3,3,2
EHS-100,Making Connections,"ASUS, CRCJ, EDUC, LAW, PSYC, SOWK",,SOI,EHS,1,Coure proposal/syllabus,6/10/16,,,0,0,3,3,3,0,0,0,0,,,,,
EHS-200,Hot Topics Seminar,,,SOI,EHS,1,Course proposal/syllabus,6/10/16,,,0,0,3,3,3,0,0,0,0,,,,,
EHS-210,Social Justice Intensive,"CRCJ, EDUC, LAW, PSYC, SOWK",,SOI,EHS,1,Course propsal/syllabus,"6/10/16, New Mar 2023",,,0,0,3,3,3,0,0,2,0,3,,,,
EHS-230,Self & Collective Care Soc Ch,,,SOI,,1,,FA 19,,,,,,,,,,,,,,,,
EHS-410,Capstone Design,ASUS,,SOI,,1,,FA 19,,,,,,,,,,,,,,,,
EHS-490,EHS Internship Experience,,,SOI,,3,,22,,,0,0,0,0,2,0,2,1,2,1,,,,
ENG-215,Reading and Writing Fiction,,,CCM,PWRT,3,,FA 19,,,,,,,,,,,,,,,,
ENG-250,Reading & Writing Poetry,,,SOI,,3,,,,,,,,,,,,,,,,,,
ENG-260,Survey of Drama,,,SOI,,3,,FA 18,,,,,,,,,,,,,,,,
ENG-325,Young Adult Literature,,,CCM,PWRT,3,,FA 18,,,0,0,2,3,3,1,3,0,2,,,,,
ENG-350,Literature Seminar,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
ENG-360,Adaptations:Narrative to Film,,,SOI,,3,,,,,,,,,,,,,,,,,,
ENP-270,Food Systems and Policy,,,SOI,ASUS,3,,18,,,,,,,,,,,,,,,,
ENP-280,Introduction to GIS & Spatial Analysis,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-300,Place-Based Environ. Study,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-310,Environmental Justice,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-360,Environmental Law,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-400,Environmental Policy Assessment and Development,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-410,Ecological Economics,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
ENP-450,Environmental Decision Making,,,SOI,ASUS,3,,,,,,,,,,,,,,,,,,
EVT-125,Principles of Event Management,,,SSB,BUSA,3,,SP 20,,,0,1,1,1,1,2,2,3,1,,,,,
EVT-315,Event Promotion and Sponsorship,,,SSB,BUSA,3,,SP 10,,,1,1,1,3,3,3,3,3,2,,,,,
EVT-497,Event Planning,,,,,3,,,,,,,,,,,,,,,,,,
FIN-240,Financial Management I,"ACCT, BSBA, FINA, GMPG, MKTG",,SSB,FINA,3,Syllabus,,,,1,3,1,2,1,0,0,0,0,,,,,
FIN-300,Investments,FINA,,SSB,FINA,3,Syllabus,,,,2,3,2,3,2,1,1,0,0,,,,,
FIN-310,Applied Regression Analysis,,FINA,SSB,FINA,3,Syllabus,,,,3,3,3,3,3,1,1,0,0,,,,,
FIN-340,Financial Management II,FINA,,SSB,FINA,3,Syllabus,,,,1,3,2,3,1,0,2,1,0,,,,,
FIN-400,Advanced Investment Topics,FINA,,SSB,FINA,3,,FA 19,,,2,3,3,3,3,0,2,1,0,,,,,
FLM-100,Film Studies: Screenings,FILM,,CCM,FILM,1,,,,,0,0,1,2,1,0,2,0,3,3,,,,
FLM-110,"Filmmaking, Intro to",FILM,,CCM,FILM,3,,,,,1,0,3,1,2,3,3,3,2,,,,,
FLM-110L,Intro to Film Studio,ANIM,,CCM,FILM,0,,FA 18,,,0,0,0,0,0,0,0,0,0,0,,,,
FLM-125,Audio Production for Film,FILM,,CCM,FILM,3,Recent Syllabi,,,,3,0,0,1,1,2,2,3,1,0,,,,
FLM-128,Screenwriting I,"ANIM, FILM",,CCM,FILM,3,,,,,1,0,3,1,2,3,3,1,1,1,,,,
FLM-210,Film History,FILM,,CCM,FILM,3,,,,,0,0,1,2,1,0,2,0,1,1,,,,
FLM-211,Film History II,FILM,,CCM,FILM,3,,,,,0,0,1,2,1,0,2,0,1,,,,,
FLM-215,Filmmaking I,FILM,,CCM,FILM,3,,,,,1,0,2,0,1,3,2,3,2,2,,,,
FLM-225,Cinematography and Lighting,FILM,BRMP,CCM,FILM,3,,,,,3,2,1,1,1,3,2,3,0,0,,,,
FLM-230,Audio & Video Editing,FILM,,CCM,FILM,3,,,,,3,1,1,3,3,2,3,2,1,1,,,,
FLM-230L,Audio & Video Editing Studio,,,CCM,FILM,0,,,,,,,,,,,,,,,,,,
FLM-250,Intro to Stop Motion Animation,,,CCM,FILM,3,,FA 21,,,2,0,1,2,2,3,3,2,3,3,,,,
FLM-260,Documentary Filmmaking,FILM,,CCM,FILM,3,,,,,1,1,3,1,3,2,3,2,3,3,,,,
FLM-285,Direct. & Act. for the Screen,FILM,,CCM,FILM,3,,,,,0,0,1,1,1,2,3,3,1,1,,,,
FLM-301,Topics in Cinema,FILM,,CCM,FILM,3,,,,,1,0,2,3,2,0,2,0,3,2,,,,
FLM-310,Production Management,,FILM,CCM,FILM,3,,,,,2,0,0,3,1,2,3,3,0,0,,,,
FLM-315,Filmmaking II,FILM,,CCM,FILM,3,,,,,1,1,1,2,3,3,3,1,2,,,,,
FLM-320,The Business of Film,,FILM,CCM,FILM,3,,,,,1,0,1,3,1,1,3,3,1,1,,,,
FLM-325,Advanced Cinematography,,,CCM,FILM,3,,FA 21,,,2,0,1,1,2,3,3,3,1,1,,,,
FLM-328,Screenwriting II,,,CCM,FILM,3,,,,,1,0,3,3,2,3,3,3,2,,,,,
FLM-330,Video Comp & Special Effects,FILM,,CCM,FILM,3,,,,,3,1,0,3,3,3,3,1,1,,,,,
FLM-360,Documentary Filmmaking II,,,CCM,FILM,3,,,,,1,1,3,3,3,3,3,3,3,,,,,
FLM-383,Experimental Moving Image,,,CCM,FILM,3,,FA 21,,,1,0,1,2,2,3,2,3,2,2,,,,
FLM-389,Urban Indie Filmmaking,,,CCM,FILM,6,,FA 21,,,2,0,1,1,2,3,3,3,3,2,,,,
FLM-410,Senior Portfolio,,,CCM,FILM,,,,,,1,0,2,1,3,3,2,1,1,,,,,
FLM-415,Filmmaking III,FILM,,CCM,FILM,3,,FA 18,,,,,,,,,,,,,,,,
FLM-428,Screenwriting III,,,CCM,FILM,3,,SP 19,,,0,0,2,2,2,3,3,3,2,,,,,
FLM-430,Color Grading,,,CCM,FILM,3,,FA 18,,,2,1,0,1,2,3,3,0,2,1,,,,
FOR-100,Intro to Cybercrime & DF,"DIGF, CRCJ",,ITS,DIGF,3,,,,,2,,,1,,,1,2,,,,,,
FOR-120,Intro. to DF Analysis,DIGF,,ITS,DIGF,3,,,,,3,1,3,2,1,0,2,0,1,0,,,,
FOR-210,Intro OS & Incident Response,DIGF,,ITS,DIGF,3,,,,,2,3,2,2,0,0,2,2,0,0,,,,
FOR-230,Operating System Forensics I,DIGF,,ITS,DIGF,3,,,,,2,0,3,2,2,1,3,1,0,0,2,0,2,0
FOR-300,Special Topics in DF,,,ITS,DIGF,1,,,,,2,0,0,2,0,0,0,0,0,0,,,,
FOR-310,Mobile Device Forensics,,,ITS,DIGF,3,,,,,2,,3,2,,,3,,2,,,,,
FOR-330,Operating System Forensics II,DIGF,,ITS,DIGF,3,,,,,2,0,3,2,2,0,3,0,0,0,,,,
FOR-350,Malware Analysis & IR,DIGF,,ITS,DIGF,3,,,,,2,0,2,3,3,0,3,0,3,0,,,,
FOR-360,Python Forensics,,,ITS,DIGF,3,,,,,2,2,2,2,3,0,3,0,3,0,,,,
FOR-370,File System Forensics,DIGF,,ITS,DIGF,3,,,,,3,2,1,3,0,2,2,0,1,0,,,,
FOR-380,Anti-Forensics,,,ITS,DIGF,3,,,,,3,2,2,2,0,2,2,0,1,0,,,,
FOR-420,E-Discovery and Data Analysis,,,ITS,DIGF,3,,,,,1,2,1,2,,,,2,1,,,,,
FOR-440,Net. Forensics&Threat Hunting,DIGF,,ITS,DIGF,3,,,,,3,0,3,3,3,0,3,0,3,0,2,0,2,0
FOR-450,Advanced Malware Analysis,DIGF,,ITS,DIGF,3,,,,,2,2,3,3,3,0,3,0,3,0,,,,
FOR-470,,,,ITS,DIGF,,,,,,,,,,,,,,,,,,,
FOR-480,Digital Forensic Practicum,DIGF,,ITS,DIGF,3,,,,,2,2,3,2,2,1,3,2,1,,,,,
FOR-490,Forensics Internship,,,ITS,DIGF,3,,,,,,,2,2,2,,3,3,1,,,,,
GAA-105,Intro to 2D Digital Art,"ANIM, GMRT",,CCM,GART,3,,,,,,0,0,0,1,1,1,2,1,0,0,0,2,1
GAA-125,Drawing for Realism I,"ANIM, GMRT",,CCM,GART,3,,,,,,0,0,0,1,1,0,1,2,0,0,0,0,0
GAA-135,Intro 3D Modeling & Texturing,"ANIM, GMRT",GDES,CCM,GART,3,,,,,,0,1,0,0,1,0,2,2,0,0,0,2,0
GAA-175,Intro to Animation,"ANIM, GMRT",,CCM,GART,3,,,,,,1,1,0,1,1,0,2,2,0,0,0,2,0
GAA-205,2D Game Art,GMRT,,CCM,GART,3,,,,,,1,1,0,1,2,2,2,2,0,0,1,2,1
GAA-225,Drawing for Realism II,"ANIM, GMRT",,CCM,GART,3,,,,,,1,1,0,1,2,0,2,1,0,0,1,2,1
GAA-235,3D Modeling,GMRT,GDES,CCM,GART,3,,,,,,1,1,0,1,2,0,2,1,0,0,1,2,1
GAA-245,"Concept Painting, Foundations",GMRT,,CCM,GART,3,,,,,,1,0,0,1,1,1,3,1,,0,1,2,1
GAA-255,3D Modeling II,,GMRT,CCM,GART,3,,,,,,1,1,0,1,2,2,3,2,0,0,1,2,1
GAA-275,3D Animation I,ANIM,GMRT,CCM,GART,3,,,,,,0,1,0,2,1,1,3,1,0,0,0,2,0
GAA-345,3D Character Development,,,CCM,GART,3,,,,,,1,0,0,2,2,2,3,1,0,0,1,3,1
GAA-350,Procedural Material Development,,,CCM,GART,3,,,,,,0,2,0,2,2,2,3,1,0,0,0,3,0
GAA-355,Game Environments,,,CCM,GART,3,,,,,,1,1,0,1,1,2,3,1,0,0,1,3,1
GAA-360,Procedural 3D Modeling,,,CCM,GART,3,,,,,,1,3,0,2,2,2,3,1,0,2,1,3,0
GAA-365,Technical Art,,,CCM,GMRT,3,,FA 17,,,,,,,,,,,,,,,,
GAA-375,3D Animation II,,,CCM,GART,3,,,,,,1,1,0,1,1,1,3,1,0,0,1,3,1
GAA-380,Adv Sem: MoCap Animation,,,CCM,GART,3,,,,,,1,1,0,2,2,2,3,1,0,1,1,3,1
GAA-415,Sr Portfolio: Game Art,GMRT,,CCM,GART,3,,,,,,1,1,0,2,3,2,3,3,0,2,1,3,1
GBP-100,Intro. to the Game Industry,"GMBP, GMPG",,SSB,GMBP,3,,FA 21,,,2,0,2,2,2,1,2,1,1,1,,,,
GBP-200,The Game Business Lifecycle,,,SSB,GMBP,3,,SP 23,,,,,3,2,3,2,2,2,3,2,3,2,2,2
GBP-300,The Global Game Industry,,,SSB,GMBP,3,,,,,,,,,,,,,,,,,,
GBP-310,Esports Management,,,SSB,GMBP,3,,,,,,,,,,,,,,,,,,
GDD-100,Program no longer exists,,,CCM,GDDM,,College Approved,9/1/2015,,,0,0,0,0,0,2,1,0,0,,,,,
GDD-115,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,0,0,0,2,2,1,0,,,,,
GDD-200,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,1,0,1,0,3,2,0,0,,,,,
GDD-201,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,2,0,1,0,2,2,0,0,,,,,
GDD-205,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,1,0,0,0,1,1,0,0,,,,,
GDD-206,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,0,0,0,1,1,0,0,,,,,
GDD-220,Graphic Design History,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,0,0,0,0,0,1,3,0,0,,,,,
GDD-270,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,1,1,1,3,3,0,1,,,,,
GDD-300,Program no longer exists,,,CCM,GDDM,,College Approved,5/1/2014,,,1,0,2,3,2,3,2,1,1,,,,,
GDD-301,Advanced Typography,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,2,2,3,3,3,0,1,,,,,
GDD-305,Publication Design II,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,1,1,0,3,2,3,0,,,,,
GDD-306,Web Design II,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,2,2,1,1,0,1,1,0,0,,,,,
GDD-400,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,1,0,2,2,2,3,3,3,2,,,,,
GDD-401,Program no longer exists,,,CCM,GDDM,,Recent Syllabi,9/1/2015,,,0,0,1,1,0,3,2,0,1,,,,,
GDV-100,Form and Color,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-110,Image Technology,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-200,Design and Communication,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-203,Form in Motion,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-206,Web Design I,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-300,Projects in Graphic Design I,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-302,Objects and Spaces,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-305,Advanced Publication Design,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GDV-307,Form in Motion II,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
GMD-100,Visual Comm. for Game Design,GDES,,CCM,GDES,3,,,,,3,2,0,1,0,0,3,0,0,,,,,
GMD-110,Introduction to Game Design,GDES,,CCM,GDES,3,,,,,2,2,1,3,3,2,3,0,0,0,1,0,2,2
GMD-120,Creativity and Play,GDES,,CCM,GDES,3,,SP 24,,,,,2,2,2,3,1,1,1,1,1,0,1,0
GMD-200,Game Technology I,GPROGDES,,CCM,GDES,3,College-approved curriculum,,,,3,1,1,2,3,3,1,0,0,0,0,0,3,1
GMD-210,Principles of Game Design,GDES,,CCM,GDES,3,,,,,1,1,1,3,3,3,3,0,2,0,0,0,1,1
GMD-230,Interactive Narrative I,INAR,,CCM,GDES,3,,FA 20,,,2,0,2,3,3,3,3,1,1,2,,,,
GMD-240,Level Design,GDES,,CCM,GDES,3,,,,,2,2,2,3,3,3,3,1,0,0,0,0,2,2
GMD-300,Game Technology II,GDES,,CCM,GDES,3,,,,,3,1,1,2,3,3,1,0,0,0,0,0,3,1
GMD-310,Applied Ludology,GDES,,CCM,GDES,3,,,,,3,3,3,3,3,3,3,1,3,0,0,0,3,3
GMD-320,Game Sys. & Experience Design,,,CCM,GDES,3,,,,,1,3,3,3,3,3,3,0,1,0,0,0,1,3
GMD-330,Interactive Storytelling,,,CCM,GDES,3,,,,,,,2,3,1,2,1,1,2,1,1,1,2,1
GMD-340,Level Design II,,,CCM,GDES,3,,FA 23,,,,,2,3,3,3,3,1,0,0,0,0,2,2
GMD-350,Interactive Narrative II,INAR,,CCM,GDES,3,,SP 20,,,2,1,2,3,3,3,3,1,1,3,,,,
GMD-380,Adv Sem: Creating Atmosphere,,,CCM,GDES,3,,,,,,,,,,,,,,,,,,
GMD-390,,,,,,,,,,,,,,,,,,,,,,,,
GMD-410,Senior Portfolio: Game Design,GDES,,CCM,GDES,3,,,,,1,0,3,3,1,2,3,0,3,3,2,2,2,0
GMS-110,Intro to Game Engines for Sound,GMSD,,CCM,GMSD,3,,SP 24,,,,,1,2,3,1,3,3,1,1,3,0,1,1
GMS-200,Game Snd Des I,,,CCM,GMSD,3,,SP 23,,,,,2,3,2,3,3,3,0,0,2,0,1,0
GMS-300,Game Snd Des II,,,CCM,GMSD,3,,SP 23,,,,,0,0,1,2,3,3,0,0,3,0,3,2
GMS-370,Middleware for Adaptive Sound,,,CCM,GMSD,3,,SP 25,,,,,1,3,3,3,2,3,1,1,3,0,1,
GMS-380,Advanced Seminar in Game Sound Design,,,CCM,GMSD,3,College-approved curriculum,,,,2,0,2,2,3,1,2,0,1,1,,,,
GMS-410,Sr Port: Game Sound,,,CCM,GMSD,3,,SP 23,,,,,2,3,3,3,3,3,2,2,1,0,0,0
GPR-100,Intro to Game Prog,GPRO,,ITS,GPRO,3,,,,,3,1,1,0,1,1,1,1,0,,,,,
GPR-200,Intro to Modern Graphics Prog,GPRO,,ITS,GPRO,3,,,,,3,1,2,2,0,0,2,0,0,,,,,
